Date,FTSE,SP,DAX,CAC,ASX,IBEX,MIB,TOPIX,ThreeAus,TenAus,EuroBund,TenCan,TenJap,LongGilt,TenUS,TwoUS,ThirtyUS,AUD,CAD,JPY,CHF,GBP,Cotton,Coffee,Cocoa,Corn,LiveCattle,Soybeans,Gold,Silver,Platinum,BrentCrude,GasOil,Gasoline,HeatingOil,LightCrude
25/12/1990,NA,NA,NA,NA,0,0,0,0.001103144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
26/12/1990,NA,NA,NA,NA,0,0,0,-0.017395928,NA,NA,NA,NA,0.004316062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028279902,NA,NA
27/12/1990,NA,-0.008878099,NA,-0.021355419,-0.008561182,0.001725348,0.003067236,0.00239626,NA,NA,NA,NA,0.002936847,NA,0.002221165,0.000772618,0.004578164,-0.003009126,-0.001052413,-0.00217926,0.006295131,0.002576471,-0.007275562,0.006273224,-0.023226851,-0.008547061,-0.004198255,-0.008968691,0.000516161,-0.001934087,-0.008523127,NA,NA,0.007311043,-0.004687358,-0.007745078
28/12/1990,0.012534913,0.002565791,0.021096164,0.016250893,0.005785553,0.021669199,0.020538139,0.010510047,0.000227089,5.69529E-05,-0.001582242,-0.001088052,-0.002936847,-0.001768347,-0.002856691,-0.000231723,-0.005561932,0.003009126,0.001052413,0.009904031,0.024025938,0.02132141,0.014370117,0.009922837,0.000869944,-0.001073537,-0.000647498,-0.006605252,0.021945269,0.021698889,0.01553088,0.020549492,0.005655057,0.013314234,-0.0136937,0.020521526
31/12/1990,-0.01207027,-0.003019783,NA,NA,-0.023665204,-0.015293299,0.035533503,-0.004651748,0.000113439,0,NA,0.000108246,NA,-0.002835876,0.004440223,0.001312387,0.00490919,0.000130647,-0.000116903,-0.003109995,0.005092319,0.001992155,0,0,0,-0.004305712,0,0.002090508,0,0.000492087,-0.003135294,0.04448432,0.024142305,0.019362792,0.018996134,0.0310682
01/01/1991,NA,NA,NA,NA,0,0,0,0.004577681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
02/01/1991,NA,NA,NA,NA,0.004057538,0.002924015,0.005307827,0.003929861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.040575268,NA,NA
03/01/1991,0.000823415,-0.008295578,0.006210018,0.020636905,0.004056504,0.002057634,-0.001834306,0.011582481,0.000907223,0.000455056,0.007670303,0.001722653,NA,0.016448315,0.002509412,0,0.003865984,0.00493312,0.001977531,0.011243802,-0.000760507,0.003225009,0.013106347,0.013172495,-0.004372547,0.002155173,0.004853593,0.005275201,-0.005641542,0.023729733,0.005787097,-0.060412015,-0.087890962,-0.032535328,-0.042642592,-0.038873848
04/01/1991,-0.002843319,-0.002780053,0.019826667,-0.004497925,-0.001289446,-0.007785896,-0.007273346,-0.009567952,0.00033991,-0.000284429,-0.000606557,-0.001184005,NA,-0.002432668,-0.005025136,-0.001695046,-0.009693129,0.001552822,0.001741667,-0.013804486,-0.008019867,-0.00729705,NA,-0.003823996,0.007856871,0.00643779,0.005151449,0.010120463,-0.004380682,-0.014176147,-0.003613157,-0.054915837,-0.05535868,-0.019917925,-0.028008182,-0.023026105
07/01/1991,-0.026146833,-0.017790578,-0.055415172,-0.051740505,-0.001377758,-0.016219789,-0.017289593,-0.019511901,-0.000793419,-0.00142284,-0.00620858,-0.005724485,-0.004778307,0.003820112,-0.007268163,-0.000771426,-0.011757157,-0.003107981,-0.001393036,-0.010173199,-0.014159121,-0.016243362,NA,0.014130537,0.002605299,0.007458745,-0.006443321,0.002081187,0.022977782,0.031139479,0.00649478,0.128478178,0.087569257,0.10299002,0.109057843,0.104757949
08/01/1991,-0.007945364,-0.001103104,0.004596509,0.006818767,0.00264992,0.002436676,0.001366639,-0.025136103,-0.001702059,-0.001310692,0.002682943,-0.002385859,-0.00532438,-0.006607571,-0.002222576,0.000617189,-0.005270104,0,0.00069676,-0.001774069,-0.003376129,-0.003301891,-0.003956264,0.001078815,-0.011338979,-0.011745997,-0.003886055,-0.022780028,-0.009892189,-0.038281087,-0.015463333,-0.02074326,0.037134221,-0.02045061,-0.024856738,-0.017512151
09/01/1991,0.0167431,-0.014448294,0.023993276,0.042859521,-0.00329134,0.014500468,0.010698286,0.014538009,-0.000113689,0.000968923,0.005949843,-0.002718132,0.001673504,0.010413145,-0.006697521,-0.000308547,-0.009623436,-0.003508132,-0.000116116,-0.003968211,0.004283155,0.00042661,-0.002778585,-0.002699057,-0.002635048,-0.004305712,-0.004552933,0.003891765,0.00178279,-0.000478892,0.005342294,-0.003436216,-0.065129829,0.043633655,0.036862672,0.003306869
10/01/1991,0.001350829,0.010658172,-0.007566855,-0.046926321,-0.004234435,-0.011242101,-0.012064926,0.002897778,0.000227192,-0.000569759,-0.004124673,0.005537173,0.003442722,-0.004845977,0.006379607,0.000925355,0.009953632,-0.000911514,-0.000813052,0.019014578,0.005167313,0.006590177,0.002646514,-0.001622872,0.042193086,0.003231021,-0.004246251,0.005633732,-0.002292531,-0.00721162,0.009401411,0.003817032,0,0.010583545,-0.000129748,0.016373376
11/01/1991,-0.002937205,0.000632557,-0.009898184,-0.007037984,0.004993308,0.002157938,-0.001294973,0.009690838,-0.000340721,-5.70633E-05,0.000607589,0.002055055,0.003430911,0.001386963,-0.000636132,-0.000308356,-0.000330196,0.001432017,0.001393428,0.002821183,0.006165751,-0.001272088,0.004614763,-0.018028449,0.009232126,-0.007555352,-0.000327306,-0.014144508,0.003055568,0.00721162,0.013819729,-0.022343065,-0.011988156,-0.016466317,0.003625992,-0.015273512
14/01/1991,-0.021762192,-0.005867445,-0.045883082,-0.048278578,0.002213618,-0.007565915,-0.005585318,-0.004692958,-0.00068179,-0.00085547,-0.004139236,-0.007265661,-0.003639267,-0.010099337,-0.003186746,-0.000154214,-0.005962257,0.005190109,0.003821895,-0.010383986,-0.006165751,-0.002549168,-0.002238734,-0.01779792,0.010801933,0.011847204,-0.014512208,-0.004282596,0.020884087,0.019435602,-0.002132291,0.127817798,0.138668927,0.12107071,0.139941811,0.120345
15/01/1991,-0.009696822,0,0.004586337,0.013380483,0.000758541,-0.003505227,-0.003313205,-0.006274241,-0.000796126,-0.000742058,0.001584656,0.001305199,NA,0.000349956,0.000957091,-0.000154238,0,0.006707066,0,-0.001763455,0.000386538,0.004456757,-0.00039558,-0.003372719,-0.00996686,0.005339041,0.000664272,0.007482686,-0.003492435,-0.008241028,-0.004039334,-0.034173329,-0.013210232,-0.065560195,-0.049296034,-0.023336848
